Designator	NozzleNum	StackNum	Mid X	Mid Y	Rotation	Height	Speed	Vision	Check	Explanation
D5	1/2	L23	71.9	-82.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D50	1/2	L23	175.9	-74.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D51	1/2	L23	175.9	-66.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D52	1/2	L23	103.85	-66.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D53	1/2	L23	103.85	-74.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D54	1/2	L23	103.85	-82.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D55	1/2	L23	103.85	-90.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D56	1/2	L23	103.85	-98.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D57	1/2	L23	103.9	-106.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D58	1/2	L23	103.9	-114.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D59	1/2	L23	183.9	-66.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D6	1/2	L23	71.9	-90.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D60	1/2	L23	183.9	-74.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D61	1/2	L23	183.9	-82.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D62	1/2	L23	183.9	-90.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D63	1/2	L23	183.9	-98.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D64	1/2	L23	183.9	-106.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D65	1/2	L23	183.9	-114.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D66	1/2	L23	111.85	-114.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D67	1/2	L23	111.85	-106.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D68	1/2	L23	111.85	-98.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D69	1/2	L23	111.85	-90.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D7	1/2	L23	71.9	-98.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D70	1/2	L23	111.85	-82.55	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D71	1/2	L23	111.85	-74.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D72	1/2	L23	111.85	-66.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D73	1/2	L23	191.9	-114.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D74	1/2	L23	191.9	-106.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D75	1/2	L23	191.9	-98.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D76	1/2	L23	191.9	-90.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D77	1/2	L23	191.9	-82.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D78	1/2	L23	191.95	-74.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D79	1/2	L23	191.9	-66.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D8	1/2	L23	71.9	-106.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D80	1/2	L23	119.85	-66.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D81	1/2	L23	119.8	-74.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D82	1/2	L23	119.85	-82.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D83	1/2	L23	119.85	-90.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D84	1/2	L23	119.85	-98.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D85	1/2	L23	119.85	-106.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D86	1/2	L23	119.85	-114.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D87	1/2	L23	199.9	-66.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D88	1/2	L23	199.9	-74.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D89	1/2	L23	199.9	-82.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D9	1/2	L23	71.9	-114.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D90	1/2	L23	199.9	-90.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D91	1/2	L23	199.9	-98.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D92	1/2	L23	199.9	-106.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D93	1/2	L23	199.9	-114.5	270.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D94	1/2	L23	127.9	-114.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D95	1/2	L23	127.9	-106.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D96	1/2	L23	127.9	-98.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D97	1/2	L23	127.85	-90.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D98	1/2	L23	127.85	-82.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
D99	1/2	L23	127.85	-74.5	90.0	0.5	100	Accurate	Vision	LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm WS2812B
F1	1/2	L11	88.0	-136.0	180.0	0.5	100	Accurate	Vision	1206 FUSE_1206_5A
FB1	1/2	L8	94.5	-136.2	180.0	0.5	100	Accurate	Vision	1206 3A 40mΩ 600Ω@100MHz
FL1	1/2	L7	115.1	-133.0	45.0	0.5	100	Accurate	Vision	WCM2012F Series common mode choke Filter_EMI_LL
MK1	1/2	B21	166.910694	-124.233352	135.0	0.5	100	Accurate	Vision	MIC4013-G-C49118386 Microphone_Condenser
Q1	1/2	L10	89.2625	-121.95	0.0	0.5	100	Accurate	Vision	SOT-23 FET_N_2N7002
Q2	1/2	L10	82.087499	-121.9	0.0	0.5	100	Accurate	Vision	SOT-23 FET_N_2N7002
Q3	1/2	L9	93.45	-142.7	90.0	0.5	100	Accurate	Vision	SOT-23 AO3401A
Q4	1/2	L9	88.5	-139.0	0.0	0.5	100	Accurate	Vision	SOT-23 AO3401A
Q5	1/2	L6	79.2625	-142.650001	0.0	0.5	100	Accurate	Vision	SOT-23-6 N-Fet_Dual_NM8205_SOT23-6
Q6	1/2	L5	156.125	-125.225001	0.0	0.5	100	Accurate	Vision	SOT-23 BC817
R1	1/2	B6	90.575	-129.3	270.0	0.5	100	Accurate	Vision	0603 R 400mR 0603
R10	1/2	B1	194.175	-133.000001	0.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R11	1/2	B3	143.0	-126.075	90.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R12	1/2	B3	141.4	-126.1	90.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R13	1/2	B5	93.7	-138.3	0.0	0.5	100	Accurate	Vision	0603 100k 0603
R14	1/2	B3	110.7	-130.2	0.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R15	1/2	B3	110.7	-128.61	0.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R16	1/2	B2	167.413897	-131.306826	45.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R17	1/2	B5	91.3	-137.6	270.0	0.5	100	Accurate	Vision	0603 100k 0603
R18	1/2	B2	159.753984	-138.496878	45.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R19	1/2	B3	159.024999	-123.475	90.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R2	1/2	B1	92.024999	-121.75	270.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R20	1/2	B2	78.8	-136.3	0.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R21	1/2	B4	119.35	-133.25	0.0	0.5	100	Accurate	Vision	0603 27R 0603
R22	1/2	B4	119.325	-136.3	0.0	0.5	100	Accurate	Vision	0603 27R 0603
R23	1/2	B2	144.8	-122.3	90.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R24	1/2	B1	113.6	-126.05	180.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R25	1/2	B4	119.34	-130.19	0.0	0.5	100	Accurate	Vision	0603 27R 0603
R26	1/2	B4	119.34	-131.7	0.0	0.5	100	Accurate	Vision	0603 27R 0603
R27	1/2	B4	212.068641	-140.222576	180.0	0.5	100	Accurate	Vision	0603 27R 0603
R28	1/2	B2	213.968641	-132.622576	270.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R29	1/2	B1	144.8	-134.1	90.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R3	1/2	B1	84.872748	-121.677	270.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R30	1/2	B2	83.5	-132.2	180.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R31	1/2	B2	83.5	-133.8	180.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R32	1/2	B1	95.3	-140.0	180.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R33	1/2	B1	96.0	-142.4	90.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R34	1/2	B1	159.825	-125.875	180.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R35	1/2	B1	153.2825	-124.947499	90.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R36	1/2	B3	151.6625	-124.925001	90.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R37	1/2	B2	156.625	-122.725	0.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R38	1/2	B5	150.062501	-124.925	270.0	0.5	100	Accurate	Vision	0603 100k 0603
R39	1/2	B5	148.524999	-124.9	90.0	0.5	100	Accurate	Vision	0603 100k 0603
R4	1/2	B2	88.65	-129.25	90.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R40	1/2	B2	143.6	-130.65	270.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R41	1/2	B1	162.225	-125.175	90.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R42	1/2	B3	163.825002	-125.175	90.0	0.5	100	Accurate	Vision	0603 R_5k1_0603
R43	1/2	B4	160.624999	-123.475	270.0	0.5	100	Accurate	Vision	0603 27R 0603
R5	1/2	B2	84.0	-126.1	0.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R6	1/2	B2	80.9	-126.1	180.0	0.5	100	Accurate	Vision	0603 R 1K 0603
R7	1/2	B1	86.4625	-121.7	90.0	0.5	100	Accurate	Vision	0603 R_10K_0603
R8	1/2	B1	79.3	-121.7	90.0	0.5	100	Accurate	Vision	0603 R_10K_0603
U1	1/2	L14	83.5	-128.7	180.0	0.5	100	Accurate	Vision	TSOT-23-5 TP4054
U3	1/2	L13	79.2625	-139.050001	180.0	0.5	100	Accurate	Vision	SOT-23-6 Battery-protector-DW01
U5	1/2	L12	212.668641	-136.022576	0.0	0.5	100	Accurate	Vision	SOT-23-6 AF223
U6	1/2	L21	100.7	-123.8	0.0	0.5	100	Accurate	Vision	SOT-223-3_TabPin2 AMS1117-3.3

